electron,r_mean,r_std,p_mean,p_std
1,0.2665353867238921,0.02662081504035762,3.640337676679837,0.36303488953631075
2,0.25977716441442816,0.018461093929739512,3.710108451016283,0.26289801611768454
3,1.4143015676172697,0.2468759629294585,0.7760876759662149,0.1960077217470741
4,1.4003147849665842,0.27112475866944624,0.7881100077041368,0.15501654714889215
atom,E_mean,E_std
total_time,50.0
component,mean,std
Kinetic,14.252845945944332,1.6509143267371935
Electron-Nucleus,-36.50727507763214,2.0510074336378175
Electron-Electron,5.33272144007515,0.3992373617922107
Heisenberg,1.3167843062965872,0.42789332153026904
Pauli,0.06044558010949718,0.08145453459229755
Total Energy,-15.54447780520657,0.00016963428174626358
