time,r_e1,r_e2,r_e3,r_e4,p_e1,p_e2,p_e3,p_e4
0.0,0.2565003799999999,0.25650028,0.94575238,0.94575258,3.7332365,3.7332377,1.02556056,1.02556055
0.05005005005005005,0.2632697477471048,0.21890700858039144,1.0049628095628818,1.0037246089381386,3.734618270183992,4.277987015046323,0.8298016657625427,0.9093940003141462
0.1001001001001001,0.2623044052521728,0.24654243866845482,1.1191648218628392,1.1531147615550914,3.737999366387926,3.9907584262673477,0.730997995417594,0.7221353846511009
0.15015015015015015,0.2606954610026281,0.2599772100889547,1.225889983550699,1.3106985813833716,3.7284237327716085,3.5552093278771495,0.6690606508584171,0.6453414816975169
0.2002002002002002,0.2597996415242026,0.28238481701219464,1.3222815523063824,1.436464603654673,3.665683155981106,3.4563935781094166,0.6220441056239769,0.5952098757721536
0.2502502502502503,0.26034986751437755,0.23353910222878638,1.4053408083521188,1.5208915067774949,3.5971474783588784,4.110613231666234,0.5916349411323786,0.579233231713646
0.3003003003003003,0.26065871108866057,0.27993927392406626,1.4725788892287626,1.5694262496906648,3.5633356118670747,3.314717751051517,0.5744770433912243,0.5783990104725214
0.3503503503503504,0.25872616565562073,0.2939558121640701,1.5274991895072076,1.5919822082653547,3.572717946226759,3.300217176920268,0.5631637386010699,0.5875517296192878
0.4004004004004004,0.2537695143362986,0.2525334455468935,1.5710261115288757,1.5932471819508118,3.6833126804662606,3.825862233918256,0.558565646469416,0.6081629198601715
0.45045045045045046,0.251865564717962,0.2823358835365138,1.602420788756635,1.5787859158393025,3.8102065983080675,3.281313627815487,0.5598520817029236,0.6367572356540289
0.5005005005005005,0.2582353650443242,0.31057077430724717,1.6229869986620713,1.5562646001820615,3.7701957842487466,3.1166785229631797,0.5641742004883341,0.6652175435021415
0.5505505505505506,0.2692554080693634,0.25610258416372317,1.634039651955734,1.5270987026997016,3.639618890239998,3.842040687949879,0.573291677955139,0.6986754852199664
0.6006006006006006,0.2814323667635088,0.2558444994749698,1.6357061190740212,1.494075942619481,3.4848716972891904,3.626876474565839,0.5877601346426292,0.7321075742555414
0.6506506506506506,0.2894026936147942,0.2991828182565938,1.6297119259147526,1.4598617406879273,3.344553840166109,3.215349528994097,0.6038273698793413,0.7622093498919442
0.7007007007007008,0.29128098079059916,0.24919850812096006,1.618211573567223,1.4228901620871421,3.2783281295370754,3.9403191751704134,0.6223698149736181,0.7963641702700947
0.7507507507507508,0.29123907866847865,0.25395351655637005,1.6021789564229498,1.38360673471854,3.2565539306467266,3.6482769958196517,0.6442939226846486,0.8327434476223637
0.8008008008008008,0.29247207623724547,0.29102496788334836,1.5827754213665293,1.3480566633789446,3.2203626103781926,3.349693020759302,0.66613354090405,0.8522119228222972
0.8508508508508509,0.2967881961112354,0.23759735803907509,1.5609043237760472,1.306912179976453,3.1753487556368545,4.087330067810819,0.6902393348870526,0.8900219197794924
0.9009009009009009,0.3005336151424236,0.2700987923181598,1.5368341551958227,1.2642286253847876,3.163748386696771,3.4366810567772967,0.7167240062089999,0.9277283036434856
0.9509509509509511,0.2983415248270984,0.26037373035154077,1.5109694904944493,1.2320748923135802,3.226948588273521,3.811226809329861,0.7427458724497825,0.92519477360243
1.001001001001001,0.283652819619274,0.23563915193174503,1.4834522110381698,1.1869909728977104,3.444356431929796,3.9639012912464753,0.7720529628474592,0.9709537132131263
1.0510510510510511,0.25922940212187245,0.26641374443872134,1.4543517168225235,1.1600114550608238,3.7649239474809786,3.738773530013982,0.8006611739479257,0.9427088236862894
1.1011011011011012,0.24406983172515562,0.22221192389102137,1.4238029947246418,1.1173439369322211,3.9191942548754706,4.268491867320683,0.8315037403144144,0.9923167940462525
1.1511511511511512,0.2526978783389167,0.2579335263452902,1.3917526892395267,1.0961929622856865,3.7035425432485556,3.8540594546260984,0.8631153055738202,0.9456934438118855
1.2012012012012012,0.2730383468240046,0.21752936096939524,1.3581843980910682,1.0665876762310056,3.4218861045762266,4.392153779105082,0.8983197997321166,0.9694447725339472
1.2512512512512513,0.28599243886916387,0.2501418273022533,1.3228579561493996,1.0729634635339378,3.3076580015665136,3.953761198125722,0.9360944016972786,0.8646377767317829
1.3013013013013013,0.2844123954798534,0.21947171603530133,1.2856950457923888,1.1268674296502204,3.3944616026678376,4.372325202584458,0.9773297197673306,0.804067111967721
1.3513513513513515,0.2648700893647058,0.24382388110192776,1.2464069626045349,1.1850991025182829,3.687256401182986,3.8578176965355544,1.0220469576014188,0.7386750984050189
1.4014014014014016,0.24653748796512356,0.24387023464606594,1.2051123347629684,1.3358461226212677,3.8997818138272815,3.9997353429256033,1.0659638171149375,0.6149994107534945
1.4514514514514516,0.24930549632672708,0.23219976879971282,1.1617895566600465,1.466795723810236,3.777587660845306,4.136444986998516,1.1167482084626712,0.5700787278881501
1.5015015015015016,0.26387916726972493,0.23165143993152634,1.11627741809361,1.565706784256958,3.5491465490970233,4.094921487547537,1.173892140311955,0.5446234520838288
1.5515515515515517,0.27592684438561166,0.23125879303634886,1.0689714776545343,1.638984632021975,3.4199190522641785,4.100967455888487,1.2322209503639308,0.5311490307432692
1.6016016016016017,0.27974093649985404,0.23192309234119043,1.020988411635446,1.6905202982154452,3.4282086950385047,4.145818187290659,1.2859907560169948,0.5263720853378893
1.6516516516516517,0.27080137601928767,0.24673880376218466,0.9716268239993171,1.723762203006562,3.605832926872158,3.9752825980249993,1.3434577519368966,0.5277698484218946
1.7017017017017018,0.25131368394820053,0.27438461299887623,0.9190905173043425,1.7422072886341482,3.9175926161811305,3.599576937535917,1.418762759464165,0.533653429100173
1.7517517517517518,0.23379717283523582,0.2988665077159283,0.8664924636320058,1.7488578141262436,4.178325518862053,3.2726783912956674,1.4985797432018162,0.5432386278051341
1.8018018018018018,0.23128087718265658,0.310948067013121,0.8338392052390028,1.746463554886917,4.1028886730119405,3.088542217714979,1.4957030249300953,0.5552968050041441
1.8518518518518519,0.2529462032406568,0.30739991873455697,0.8249531894182065,1.7378621130543757,3.748435312988804,3.0403845620701695,1.4029667910426868,0.56770734106462
1.9019019019019021,0.25674036865223293,0.28713044301639346,0.8283858898967222,1.7244219618551448,3.883933903481974,3.189319875186253,1.2813512170661832,0.5817349270976673
1.9519519519519521,0.2249115844334094,0.264802763930734,0.8340459380510888,1.706376210659498,4.3570672988262595,3.5054996486098453,1.2101226610867113,0.599274901630216
2.002002002002002,0.24720192757827056,0.2565398020713515,0.882777245192254,1.684444059786996,3.850118343650966,3.7091402312208257,1.0894999570456227,0.6194877479064261
2.052052052052052,0.23442225280076773,0.2597843466834446,0.948507251462671,1.6596434791733712,4.265831902330471,3.7168053075030354,1.0381382795250393,0.6408404866999506
2.1021021021021022,0.2488125518005871,0.2704095933684966,0.9807955577955283,1.6325539255660193,3.7835805690064372,3.611176299804615,1.0396909315117828,0.6644403461304244
2.1521521521521523,0.22340157034341251,0.2814410794219229,1.0295348533338684,1.6036955194466465,4.385459777962816,3.4454429822268926,1.0499228158335758,0.6884020499911029
2.2022022022022023,0.27224970092517903,0.2864937335001612,1.0599935133307565,1.5736396373429904,3.5090774523668324,3.3304369674955985,1.0476313238589339,0.7126791397622935
2.2522522522522523,0.22686442054689587,0.28211501238788844,1.0869578656143932,1.5433542973418135,4.264628624915628,3.312856477383373,1.035893084425509,0.7342278797891328
2.3023023023023024,0.2830862422984658,0.27548112502543987,1.1075840075324286,1.5141085445436926,3.33370782199259,3.37632974237991,1.021357194727266,0.7435535239506648
2.3523523523523524,0.24946972859547903,0.28329266988782276,1.1303724038471714,1.4867573112868329,3.940068627807652,3.3947495222727095,1.0126804769901478,0.6996933197489051
2.4024024024024024,0.2617366362003797,0.27796698540973036,1.1453564583728466,1.4708321221491227,3.5407200943041777,3.5920789598675547,0.995879165855114,0.6805084079339744
2.4524524524524525,0.28132437524420817,0.25643114061138894,1.1648285760169672,1.451125925258754,3.482693925834913,3.8416939792778773,0.9809580765430987,0.7034830894284329
2.5025025025025025,0.23069779288767614,0.24747303046705024,1.1787017356280394,1.4263190494350484,4.140304656070318,3.845400773086826,0.955820185708193,0.7307960644633847
2.5525525525525525,0.28223467331097374,0.25558659498958136,1.191069834459632,1.3985217030013033,3.3118074571882357,3.610623054349689,0.9333533339073601,0.758354669406401
2.6026026026026026,0.27764201310019354,0.2822904876902684,1.2030748655061245,1.388502797624255,3.5202909886974734,3.441088268201465,0.918498644674896,0.6957643964981224
2.6526526526526526,0.23711806521647402,0.2610521307508159,1.213529545400507,1.4067486143318582,4.032248674434364,3.842100252804659,0.9052358110591229,0.664512324135944
2.702702702702703,0.27313629736814055,0.23482793668598878,1.2229213964756724,1.4112617446648668,3.42652253862933,4.1016281642974874,0.8879792676890021,0.6771797873334584
2.752752752752753,0.27584093337154564,0.24589852981108923,1.2310898440440727,1.4059277481180814,3.516664991248086,3.7358627630245302,0.8710732796981692,0.6932087098255985
2.802802802802803,0.24463958253096132,0.2806400058786351,1.2380306189791273,1.424214082657124,3.925697910686059,3.495005723339843,0.8625002755417364,0.6107354630960299
2.852852852852853,0.26407208288682216,0.25094929250303405,1.244046548106202,1.5080671551430986,3.5432035972564777,3.9645234153197144,0.8566775470709008,0.5652159434031986
2.902902902902903,0.2814588865033112,0.23177802802375916,1.2490114254480618,1.5767569982176024,3.4093953922787517,4.098823433428935,0.8466006220410021,0.5499267237604868
2.9529529529529532,0.25557927984266343,0.2508864488772131,1.2529652810421747,1.6287497149847423,3.7996775799879443,3.6490511375270507,0.838952842912997,0.5426982429918347
3.0030030030030033,0.2505759096622799,0.28135500102038613,1.2558877042380001,1.6636219277693947,3.7469647427214396,3.344841806494018,0.8392764912142522,0.5010023398657778
3.0530530530530533,0.2920883048573434,0.27254186780960304,1.2570781917950151,1.766071883205247,3.212067313916599,3.6219234732142143,0.8412888106299031,0.44383816435489504
3.1031031031031033,0.28431918750931306,0.24532294668451854,1.2563361101171735,1.8873493835756758,3.4514281516696976,3.958722650983279,0.840310534261304,0.4195384869052759
3.1531531531531534,0.2424851630192297,0.24210839887024038,1.2564353343794097,1.9944166292955574,3.991680735464202,3.8928250782157168,0.8430705236130195,0.4021341110540717
3.2032032032032034,0.260095402762139,0.259687304594389,1.255305686699332,2.0873244534476023,3.56225896534401,3.574171874565188,0.8491698034196773,0.389961568315481
3.2532532532532534,0.2966871705462308,0.2805430851346202,1.2478897574603858,2.1665046844639,3.2721055098290384,3.3059647840534736,0.8455531163545624,0.38178431115163874
3.3033033033033035,0.2564490256450186,0.2952437397959392,1.2441582575942247,2.2328505399220258,3.8189323038741256,3.2005989535448998,0.8491752777303079,0.3762667564343926
3.3533533533533535,0.2561546338652444,0.290594839404325,1.240226001518711,2.288009791192178,3.6336103872164176,3.3510380484996243,0.8598824571118859,0.3730529182843687
3.4034034034034035,0.2887411054043748,0.2686168791279067,1.2283164503799329,2.332469822310063,3.4007579133421255,3.669368458506617,0.8521710957986255,0.37236336649278196
3.4534534534534536,0.24085249402009393,0.24507340335718772,1.2225085813529855,2.3665661986359012,4.035236894259641,3.9791932684586446,0.8608273242380177,0.37376677380924683
3.5035035035035036,0.2603855491694596,0.23620640506526547,1.2156753964120808,2.3911960927301377,3.560380137010519,4.037023839951955,0.8737463631488726,0.37689261848880296
3.5535535535535536,0.264715581186301,0.24089357936797706,1.2000734276683496,2.4073263909803013,3.743903497901589,3.8816778186660805,0.8592214108465157,0.3815885978809686
3.6036036036036037,0.23666608759269514,0.2439379220648653,1.1936829730388976,2.416212783552412,3.9865411826913477,3.8445806647001954,0.8735214238960507,0.3871405547126558
3.6536536536536537,0.27482169206508456,0.24268066881141792,1.173258315084474,2.4192398825145776,3.5978064805575998,3.922055811366616,0.8517032248190891,0.39349095197374206
3.7037037037037037,0.23316724351661,0.24671550919281818,1.166250807837946,2.4174178693168167,4.128722248070588,3.9487413214553064,0.8557976652755672,0.40060313250480134
3.753753753753754,0.26346555112324016,0.26413498573333444,1.1537917434553997,2.41158175655232,3.627007910536635,3.748303037472057,0.8522281109357223,0.40873384756349523
