electron,r_mean,r_std,p_mean,p_std
1,0.500006168227973,7.354270714259955e-06,1.9069160757897763,2.8883933671873056e-05
atom,E_mean,E_std
total_time,50.0
component,mean,std
Kinetic,1.818412011298332,5.5086737445882084e-05
Electron-Nucleus,-3.9999506556502937,5.883271402552855e-05
Electron-Electron,0.0,0.0
Heisenberg,0.18181094918222648,1.420570796238792e-05
Pauli,0.0,0.0
Total Energy,-1.999727695169736,7.531936388635156e-09
