time,r_e1,p_e1
0.0,0.50000006,1.90692531
0.05005005005005005,0.49999093224139907,1.9069692384488146
0.1001001001001001,0.4999913791074515,1.906979586856577
0.15015015015015015,0.5000033346453062,1.906941874160625
0.2002002002002002,0.500016333732756,1.9068895867250404
0.2502502502502503,0.5000221125527908,1.906856408776794
0.3003003003003003,0.5000179581205019,1.9068606251190914
0.3503503503503504,0.5000052158174381,1.9069047026310886
0.4004004004004004,0.49999354540175567,1.9069548996623695
0.45045045045045046,0.49999054364883033,1.9069783454321672
0.5005005005005005,0.49999761201063025,1.9069615906416502
0.5505505505505506,0.5000112283263294,1.906910999813577
0.6006006006006006,0.500020761773162,1.906866429535826
0.6506506506506506,0.500020551723367,1.9068549359344276
0.7007007007007008,0.5000111254272089,1.9068827168640308
0.7507507507507508,0.49999746753398366,1.9069367732292593
0.8008008008008008,0.4999905296395717,1.9069733958459993
0.8508508508508509,0.49999403688272165,1.9069717984673022
0.9009009009009009,0.5000054042900692,1.9069339995064714
0.9509509509509511,0.5000179222380323,1.9068812171854446
1.001001001001001,0.5000218179341176,1.9068549832487856
1.0510510510510511,0.5000154007789093,1.9068688609121727
1.1011011011011012,0.5000029015500124,1.9069139690557286
1.1511511511511512,0.4999921526847261,1.9069626878397326
1.2012012012012012,0.49999147591382714,1.9069771939306996
1.2512512512512513,0.5000004514973736,1.9069516902638612
1.3013013013013013,0.5000133150203365,1.9069019752198513
1.3513513513513515,0.5000215460106026,1.9068608213089682
1.4014014014014016,0.5000190296599063,1.9068586340439564
1.4514514514514516,0.5000081305280873,1.9068938587804056
1.5015015015015016,0.4999956484186283,1.9069453468760815
1.5515515515515517,0.4999905858610406,1.906975695667188
1.6016016016016017,0.49999603087577893,1.906965895753028
1.6516516516516517,0.5000081860079584,1.9069230561070496
1.7017017017017018,0.5000194262100105,1.906873394240404
1.7517517517517518,0.5000211964635144,1.90685488503329
1.8018018018018018,0.5000130692566935,1.9068765433674075
1.8518518518518519,0.500000314199671,1.9069248063730604
1.9019019019019021,0.4999912638453687,1.9069683963257948
1.9519519519519521,0.499992742548806,1.9069745885267229
2.002002002002002,0.5000029868966279,1.9069426437329284
2.052052052052052,0.5000156258220103,1.9068915930733024
2.1021021021021022,0.5000216835254029,1.906857908251532
2.1521521521521523,0.5000172156629558,1.9068637031206954
2.2022022022022023,0.5000055028577359,1.906903920315912
2.2522522522522523,0.4999938132456372,1.9069543674064875
2.3023023023023024,0.49999100275341013,1.9069765820010394
2.3523523523523524,0.49999824532214104,1.9069588239957642
2.4024024024024024,0.5000107753348292,1.906912456696012
2.4524524524524525,0.5000205794117228,1.9068667145353027
2.5025025025025025,0.5000201378627602,1.9068566202233004
2.5525525525525525,0.5000105915912095,1.9068851845930619
2.6026026026026026,0.49999793482507227,1.9069352364772791
2.6526526526526526,0.499990881452027,1.9069722362771646
2.702702702702703,0.4999943834667787,1.9069702954501129
2.752752752752753,0.5000055988550085,1.9069328514870323
2.802802802802803,0.5000175927840155,1.906882228143934
2.852852852852853,0.5000214431960512,1.9068563762725619
2.902902902902903,0.5000151280347737,1.9068701412497777
2.9529529529529532,0.5000028934614982,1.906914374068943
3.0030030030030033,0.4999924535875459,1.9069617480105918
3.0530530530530533,0.4999918448269394,1.9069757337070712
3.1031031031031033,0.500000638377083,1.9069506872706743
3.1531531531531534,0.5000132239385989,1.9069019691877582
3.2032032032032034,0.500021201326516,1.906861999902216
3.2532532532532534,0.5000186852150889,1.9068600887482723
3.3033033033033035,0.5000080268520937,1.9068945858166582
3.3533533533533535,0.4999958293927627,1.906944967273123
3.4034034034034035,0.4999909566694364,1.9069743445361858
3.4534534534534536,0.4999963261954356,1.9069645503044677
3.5035035035035036,0.5000082030677298,1.906922640562961
3.5535535535535536,0.5000191592222077,1.9068741612289917
3.6036036036036037,0.5000208203777885,1.9068563457065544
3.6536536536536537,0.5000128375059443,1.906877712089952
3.7037037037037037,0.5000003954876608,1.9069248366523983
3.753753753753754,0.49999158619259765,1.9069673526647548
3.8038038038038042,0.49999309814662535,1.9069731177911144
3.8538538538538543,0.500003140823112,1.906941725977966
3.9039039039039043,0.5000154436310125,1.9068919804971771
3.9539539539539543,0.5000213335527297,1.9068591379542654
4.004004004004004,0.5000169011618179,1.9068650989182325
4.054054054054054,0.5000054428585522,1.9069044991896196
4.104104104104104,0.49999407839531285,1.9069536170629555
4.1541541541541545,0.4999913790680313,1.9069751487610587
4.2042042042042045,0.49999850208479474,1.9069575779087868
4.2542542542542545,0.5000107301745298,1.9069122849078122
4.3043043043043046,0.5000202628370445,1.9068677175899817
4.354354354354355,0.5000197752748109,1.9068580887506459
4.404404404404405,0.5000104089609635,1.9068861988313188
4.454454454454455,0.4999980847702826,1.906934981291839
4.504504504504505,0.4999912221200435,1.9069710701908953
