Energy,Sigma_total,Sigma_single,Sigma_double
3.0,0.0,0.0,0.0
2.5,0.0,0.0,0.0
2.0,0.0728849495632832,0.0728849495632832,0.0
1.5,0.1897521962768235,0.1897521962768235,0.0
1.0,1.8576237360676444,1.8576237360676444,0.0
0.5,8.250450626857514,8.250450626857514,0.0
