electron,r_mean,r_std,p_mean,p_std
1,0.6247524636765747,0.013475587310054493,1.4969308804591623,0.032247079539591494
2,0.6247524626500883,0.013475578782358564,1.4969308760815634,0.03224704469508305
atom,E_mean,E_std
total_time,25000.0
component,mean,std
Kinetic,2.242147163652995,0.09679762651772286
Electron-Nucleus,-6.40551477335084,0.13817243696644743
Electron-Electron,0.8063141761691802,0.017467492770302035
Heisenberg,0.5577035249450284,0.024606357084625188
Pauli,0.0,0.0
Total Energy,-2.799349908583637,1.5396170936590552e-05
