E_final,E_electrons,L_final,type
1.3988724534764823,"[-1.091489013059653, -1.9680447795425062]",96.84313753865945,none
1.3993345672838704,"[-1.0930001084593082, -1.9670669052667404]",117.08644341397977,none
1.3821574878127865,"[-1.1066950436349114, -1.9380876400563523]",85.81348520164973,none
1.3984895009576146,"[-1.086100898950901, -1.9734531940052715]",110.74778766829778,none
1.4000976734050656,"[-1.094215212899176, -1.966136860339553]",77.2152394344166,none
1.3775949346554717,"[-1.0886340150237601, -1.9518763040400262]",87.22087797819376,none
1.3912940238892884,"[-1.0926924373432783, -1.9612015674379015]",80.98013745334525,none
1.3952831284013532,"[-1.0866668576303293, -1.9695211991208088]",84.60360596738994,none
1.396653374138875,"[-1.10305618345313, -1.9554129223091115]",120.09016681203586,none
1.377345635156591,"[-1.0868193922139349, -1.9536560711968078]",104.91654395789162,none
1.3963886577668796,"[-1.0785111380121593, -1.978624607608422]",75.66245447269539,none
0.15885397972136467,"[0.17328302986471666, -1.972263828786486]",35.51770253617458,none
1.3333227514837926,"[-1.1015364473747313, -1.8970261074803207]",113.44751918930992,none
1.3964640816813052,"[-1.0993294146862689, -1.9587362430467006]",122.78689482913886,none
1.3955879563285727,"[-1.0930319031414268, -1.9643713864878074]",77.72406669184241,none
1.3967310411759504,"[-1.1049285325166944, -1.953059004419162]",100.80167868371292,none
1.3995338545677278,"[-1.1000935773711322, -1.9600049943225164]",71.95765884161098,none
1.3788601299887406,"[-1.0560554500904134, -1.9840828720694237]",112.55323890190547,none
-1.8686701873731206,"[0.19090008108260242, 0.009559741913028287]",19.952879971307524,double
1.3991551506554525,"[-1.0943420091809355, -1.9652682587447787]",85.88465168498846,none
1.368712804207832,"[-1.0436780897208155, -1.9887276893017007]",60.353537982855045,none
0.18366465740916918,"[0.12092004396708991, -1.9633134175983837]",56.133628104417475,none
1.3783547840707038,"[-1.0742171475389324, -1.9675219158643313]",124.57031834438939,none
1.344736873166875,"[-1.0778588210584528, -1.931410983949656]",98.67965354610661,none
0.2456591978839626,"[0.09238133564817581, -1.9977634266880502]",43.59447545979784,none
1.399696436490399,"[-1.0915822733748857, -1.9684546122591677]",59.79282090284911,none
1.2856954619245404,"[-0.9780465190768117, -1.9681274202153551]",68.57429901286602,none
-1.9341659398604267,"[0.2595895252591033, 0.008209430164036344]",27.738373056166406,double
1.3762053378142858,"[-1.1126764252895118, -1.9257327926441032]",94.7491295994163,none
1.3703115388151403,"[-1.1054550500042, -1.9277807717250124]",85.59238205523428,none
1.3890899708982203,"[-1.081547108250765, -1.9702822898304062]",80.6624061252914,none
1.3491614460732178,"[-1.113284561544176, -1.9004367973627538]",115.52432626940309,none
1.3776749936000334,"[-1.0604503627173547, -1.9769033853649745]",106.88633011565707,none
1.3871113010460463,"[-1.093835604708193, -1.953215008597183]",84.62972190423187,none
1.3867482123759671,"[-1.0906864400681067, -1.9591520039397676]",100.79925465982083,none
1.391679508596327,"[-1.066800167594798, -1.9868295900991595]",115.05873583668316,none
1.3926673170397994,"[-1.1016003716065608, -1.9528092762146592]",108.61417932054468,none
0.2414750901694197,"[-1.9977159512202072, 0.09672473842708854]",48.86759411669937,none
1.392728551544098,"[-1.102176201909681, -1.9531888540656137]",88.23646423778816,none
1.3902699048594367,"[-1.0960721210825715, -1.955600588600339]",95.83937382437959,none
1.391159809792782,"[-1.0925005965794161, -1.961102105263304]",126.24389230068796,none
1.3989322966210234,"[-1.091154239545221, -1.9688348227568693]",95.96172386258979,none
1.391409440965329,"[-1.0746438533561669, -1.9783840408225766]",53.98139715148356,none
1.3998725795968416,"[-1.0922807899472038, -1.968037871589993]",65.70597896447586,none
1.3409869405944514,"[-1.0115947163758812, -1.9936614357046156]",88.64047672587004,none
1.3991452273630811,"[-1.095834798954608, -1.963734825348794]",55.50065761042612,none
1.3969916878345827,"[-1.0771128454518726, -1.9803124619152672]",122.02735629148722,none
1.3788071261665076,"[-1.0731298060354324, -1.9689308117767452]",104.66954451340744,none
1.3729975594302375,"[-1.1042534438291238, -1.932617207773769]",92.2970398383416,none
1.3676974232058472,"[-1.1045098150498869, -1.9275919769798493]",77.05147520598572,none
0.20371500254591826,"[-1.9940653344721901, 0.1313509808234975]",46.0161812398855,none
0.1473767469289508,"[-1.9037262082706925, 0.0831272301833281]",17.63732732165423,none
1.3081552286308957,"[-1.11337664932377, -1.8600268321867974]",66.76486686529029,none
1.3968229037115767,"[-1.094323951882582, -1.964177084007957]",114.54668189368705,none
1.3986539348424625,"[-1.0976651077142232, -1.9613756101644841]",100.23787897069764,none
1.3919881176431042,"[-1.0733661858146852, -1.9811058123507739]",87.33100501657948,none
0.16239127167149248,"[0.1618372741178017, -1.989750401157139]",31.498001708834476,none
1.38460820928297,"[-1.05463912481017, -1.9900818701893528]",113.64764736724847,none
1.394319978891575,"[-1.0968445912964264, -1.9598982088840304]",77.29015554128718,none
1.3925928256669315,"[-1.0995351174771288, -1.955441926475751]",125.24118050782083,none
0.32775880042183025,"[-1.9978450082552814, 0.010355116957695362]",47.792876587318766,none
1.3844484194812308,"[-1.0959739062074068, -1.9506611588853413]",123.05766472862464,none
1.383920746601789,"[-1.0737059246556393, -1.9731024014723884]",66.18276460131374,none
1.3133125853370233,"[-0.9801067482481256, -1.9983794669669706]",76.24575153329175,none
-1.8267040757123658,"[0.15608279162267708, 0.005881061127014829]",20.497759615792187,double
1.3765978217937085,"[-1.1267232497524449, -1.913456949547959]",113.39026994564688,none
1.3992762468313693,"[-1.0877103495850693, -1.971932483498204]",119.65033854610179,none
0.29368698436641316,"[-1.9844997471829522, 0.0150139528174773]",36.19995864173011,none
1.3997983450796332,"[-1.0992530276530548, -1.9609675087359295]",95.17039179283806,none
1.388453920489102,"[-1.0824764224185546, -1.9688449593791757]",111.83002082012581,none
1.370426705547147,"[-1.0718576364381716, -1.9618155417537773]",57.76121760884396,none
1.2834998409083946,"[-1.0790480588922233, -1.8696375981998725]",77.36344076845866,none
1.3966410321537108,"[-1.09081581911341, -1.9674501947647145]",116.37648326812041,none
1.3925826591884074,"[-1.1104985576183013, -1.944449377485463]",99.69518110713268,none
1.389378676259816,"[-1.1166242696878546, -1.9348913051658965]",86.25623982302245,none
1.3497606824663897,"[-1.0929718641830617, -1.9208283634515972]",95.81533291750907,none
1.3341746846306062,"[-1.0088467936803351, -1.9897802808544305]",114.73262633700244,none
1.3881563019762813,"[-1.0997718340730465, -1.95169652430451]",120.91201593138125,none
1.3773965849309888,"[-1.0856918954392487, -1.954434570825518]",116.52305912097005,none
1.3739905625220086,"[-1.1122717402976152, -1.9251452388100552]",101.10455578478444,none
1.397968177931864,"[-1.091000172298653, -1.9679500154016234]",115.91704360462552,none
1.3707823130825543,"[-1.0482705633900995, -1.9856628658862354]",68.60108147623245,none
1.3992926881020096,"[-1.0932553055868064, -1.966456252870926]",73.06635115345999,none
1.3720591688862593,"[-1.045763386639863, -1.9899145974928854]",63.43464811398827,none
1.3983426824413914,"[-1.1025180723693762, -1.9563328418319164]",118.8919376293543,none
1.3823433543355292,"[-1.085934554815124, -1.9588730296800847]",85.13886375496385,none
0.20003500509599303,"[0.06552205397098157, -1.9252460207989843]",10.151920818290465,none
0.15946387202080553,"[0.17370515541158998, -1.9962461211556821]",45.95745573747227,none
1.3991582062303094,"[-1.0971294901517314, -1.9625335332264853]",119.0938152186812,none
1.3994136101762102,"[-1.0841968609110653, -1.9758433549808305]",48.533146521580164,none
1.3993630243283404,"[-1.0890014054194306, -1.9705937574164971]",77.31990673976802,none
1.390360708080042,"[-1.0831605630394123, -1.9697649923995963]",113.57550038534234,none
1.3681003833352017,"[-1.1301327335229596, -1.9009284817410081]",123.17989130154481,none
1.3999441179403358,"[-1.0957315653095412, -1.964557418346236]",93.58466715482541,none
