p_num,e_num,message,time_taken,ground_state_energy,kinetic_energy,nuclear_potential,heisenberg_potential,pair_potential,pauli_potential,optimal_configuration
26,26,Converged after 3 iterations,4190.717,-1234.891,1131.917,-2861.924,54.951,392.136,48.028,"[ 1.53722115e+00  6.14963906e-01  7.79231092e-01  3.59444164e-02
  5.35836186e-01  1.62031748e+00  2.57837475e-01  2.62315280e-01
  6.38124284e-01  1.03344967e-01  3.60720603e-02  2.85687255e+00
  2.62928563e-01  5.20448157e-01  9.87681564e-01  5.47363956e-01
  1.03678873e-01  9.36019590e-01  2.52094451e+00  3.32547704e+00
  9.65427262e-01  1.49961954e+00  1.55082980e+00  2.55769374e-01
  5.12407935e-01  9.80695335e-01  3.80833657e+02  5.29596008e+00
  5.97991952e+00  8.51760370e+00  3.44012807e+00  1.44900314e+00
  5.27659359e+00 -4.53666450e+00  8.13981350e+00  9.43470006e-01
 -1.30540143e+01  6.65474554e+00 -5.07978524e+00  2.14153119e+00
  7.40316828e+00  7.95019699e-01 -3.65639722e+00 -1.35379261e+00
  1.06142898e+00 -3.85856603e+02  1.70825070e+00 -1.45482421e+00
  4.44810691e+00  8.26893781e+00  4.69210813e+00  1.62314960e+01
  4.70224660e+02 -5.97635552e+01 -6.11427431e+01 -6.99087246e+01
 -7.43081348e+01 -6.58559099e+01 -5.43656999e+01 -5.83774707e+01
 -5.58440476e+01 -7.92998058e+01 -7.18699368e+01 -8.27568101e+01
 -3.62036240e+01 -6.67463141e+01 -7.33215264e+01 -6.62969063e+01
 -5.30951171e+01 -6.75571244e+01 -6.24588802e+01  1.02012086e+03
 -5.71576574e+01 -5.83140743e+01 -6.79836228e+01 -4.36532746e+01
 -6.25486818e+01 -7.20942238e+01  1.41121536e+00  3.76673211e+00
  3.06748831e+00  2.82831957e+01  4.41210491e+00  1.25650566e+00
  7.32699853e+00  7.26276409e+00  3.82750579e+00  1.24622351e+01
  2.81783118e+01  6.46645214e-01  7.34035332e+00  4.35367123e+00
  2.30265279e+00  4.14738239e+00  1.24241494e+01  2.30963447e+00
  4.46972288e-01  4.16812572e-01  2.48999432e+00  1.39357245e+00
  1.26514631e+00  7.50302669e+00  4.53953455e+00  2.09391359e+00
  4.79611288e+02 -4.00493581e+00  1.73995936e+00  2.42654945e-01
  1.70082457e+00 -8.00018104e+00  1.05344926e+00  7.48762911e-01
  1.83818892e+01 -3.40602293e+00 -1.04229771e+01 -5.37523304e+00
  9.39000646e+00  4.46880541e+00  1.11307578e+01  4.75894267e+00
 -7.29729599e+00 -1.11057212e+01 -4.31911017e+00  1.83019507e+03
  3.83960188e+00  2.55646093e+00 -1.21110653e-01 -2.37968868e+01
 -1.56382297e+00  1.82875505e+01  4.61090472e+02  2.66413648e+01
 -4.06087327e+01  1.70564011e+01 -3.30880478e+01  6.77304386e+01
 -4.41982476e+01  3.29806180e+01 -3.84425434e+01  3.27999001e+01
 -4.41657293e+01  1.84240773e+01 -3.35403464e+01  3.12732842e+01
 -2.87389416e+01  4.05319026e+01 -2.53220085e+01  3.55970888e+01
 -3.94374259e+01 -3.54709133e+02 -4.02911892e+01  2.38366713e+01
 -4.25615608e+01  2.98384324e+01 -3.93612772e+01  5.39086679e+01]"
