time,r_p,r_e1,r_e2
0.0,3.0838293055241732,0.5714248,0.57143186
0.004830664204700397,3.0837927461349626,0.5704601346376621,0.5651827401287055
0.053137306251704375,3.083426811161775,0.5468045632963562,0.49809767258845594
0.10088204233758691,3.0830645231382805,0.5004331308985805,0.42744998717260213
0.13858354922668792,3.082778015828757,0.4630098917972218,0.38033767784662686
0.17628505611578893,3.082491132963647,0.453028121254403,0.3622492777817397
0.21626751926682508,3.0821864859690074,0.48369594692588835,0.38559904773301146
0.25959906501289753,3.0818558511645855,0.5422276162454377,0.43876388948369
0.3170445911067231,3.0814167794275718,0.6270346972333324,0.5196323867094946
0.3900381398315793,3.08085767379835,0.7275296879821848,0.6196299495583559
0.49439096769503477,3.0800561080798547,0.8504158493825794,0.7482673664109976
0.6469623164091827,3.078879552688216,0.9837496507901674,0.9038336350983217
0.7957582426260105,3.07772703420051,1.0314389067512988,1.0022262419120502
0.8679436610336801,3.077166149278543,0.994572763006801,0.9925905287305519
0.9230976354863802,3.0767368273636215,0.9173210626468264,0.9100825995462948
0.9549058984007487,3.07648892333921,0.8445273848988104,0.7996719731298915
0.9773952868427193,3.07631351062819,0.7773079218613398,0.666596859428056
0.9905766783287282,3.0762106448641435,0.7314500508999963,0.5485043780464165
0.9998105718091503,3.076138560956849,0.6967933547330221,0.43154050113396697
1.0049851733056128,3.076098157017509,0.6767038178029375,0.34256715354624256
1.009110246446712,3.0760659434255246,0.6604999763852494,0.24790877660802704
1.01071697810161,3.0760533950226012,0.6541712038134725,0.2007545401357744
1.0120102976053154,3.076043293890953,0.6490766018548545,0.15586891876830644
1.012713734094617,3.0760377997186374,0.6463062312069223,0.12811664849240473
1.0132123921674372,3.0760339048915197,0.6443425868583474,0.10713985776711195
1.0136394650201825,3.076030569142063,0.6426608896398756,0.08914279154916593
1.0140665378729279,3.0760272333491447,0.6409791120786493,0.07341828108207002
1.0144095937738358,3.076024553766751,0.63962804583134,0.06543522548538783
1.0147484568038523,3.0760219069069805,0.6382933533814206,0.06340404102353836
1.0151690245956178,3.0760186218130756,0.6366367641391418,0.06657254478365962
1.0156678681654472,3.0760147252451717,0.6346720921903043,0.07296638704700346
1.016602749900257,3.0760074225354974,0.6309927275997635,0.08587501839169523
1.0175069012826174,3.0760003596743712,0.6274407528407839,0.09856482965803778
1.0206743476010236,3.075975615349094,0.6151041537860034,0.14353948827271545
1.0246225650715366,3.0759447682653605,0.6001758562274774,0.19974382630099133
1.0304392506314504,3.07589931634095,0.5798419966106862,0.28220924348664345
1.039097949756594,3.0758316421922975,0.5551666140057007,0.40423574689751307
1.0520249224183786,3.0757305763330796,0.5314192671619878,0.5854824572076097
1.0693151991551604,3.0755953384244035,0.5133379784547637,0.8272584971035496
1.0925668037578815,3.0754133697257795,0.4958519294849186,1.1520008558774673
1.118315143998628,3.075211726349089,0.4770362797122563,1.5113228557499234
1.1602594794610934,3.0748829516416722,0.4450101321502731,2.096213321214099
1.2006973027822423,3.074565647388866,0.42158127680354757,2.659724646579499
1.2411351261033912,3.074248017540503,0.419804620269275,3.2229771450098332
1.2927135100999245,3.0738424154074804,0.451314916851448,3.9411299070500494
1.3604959727339456,3.0733086034438153,0.5171696814809085,4.884559115532852
1.4401517394661227,3.072680156249087,0.5907206985560018,5.992892301809343
1.5254252681327187,3.0720060381079084,0.6416394405919056,7.179087487235173
1.621035875766029,3.071248529441014,0.6287659870563294,8.508805309781332
1.6851877537199569,3.0707392572139685,0.5370336658323623,9.40088364939426
1.7118542361204105,3.0705273225949328,0.4654071795429345,9.77167640922547
1.7305398490779995,3.0703787313667186,0.4008387900620127,10.031489032147576
1.7463817490554214,3.0702526985016427,0.3403969540658997,10.251756878813515
1.7622236490328433,3.070126614758569,0.28952870986986917,10.472020705033342
1.777416404923401,3.0700056495726202,0.27456020482324334,10.683255292640691
1.7929911089543207,3.0698815943146625,0.2954630824266398,10.899796811073832
1.8100895806883426,3.069745344173992,0.33420683282985425,11.137519920882879
1.8340813002194691,3.0695540610100602,0.3919085201888313,11.4710743491872
1.8660049150340443,3.0692993455835818,0.4663195061360387,11.914893522903613
1.9259456354625544,3.068820471135853,0.5970534148188963,12.748188503806507
2.013103611062718,3.068122655444448,0.7701049544307549,13.959789156551569
2.125823542446216,3.0672173725337513,0.9724938854550359,15.526629882474419
2.2889920803955475,3.0659008431152954,1.2371514966941346,17.79455603780602
2.530709341743594,3.063936044969863,1.5911342911420034,21.153977112700492
2.8712095386353957,3.0611364676650386,2.044252416001899,25.885893883804957
3.3459848306712034,3.057171159749448,2.6168024769424907,32.48329078487867
4.202145536124027,3.049882470248209,3.481385526315307,44.37938151147949
5.118169591659355,3.041983424654168,4.152116786078019,57.10642495902512
6.188171651314133,3.0327168474467023,4.625330088453427,71.97215555889345
7.5986160391479185,3.020526769059233,4.775165127265084,91.56704531084196
