E_initial,L_initial,type
1.5,103.07739617468916,none
1.5,1.4198916910040444,none
1.5,98.4323960064433,none
1.5,71.60863726579123,none
1.5,130.9410977157152,none
1.5,60.36432822891912,none
1.5,120.31566675548868,none
1.5,87.90829485720201,none
1.5,123.77943780780137,none
1.5,93.48277053119048,none
1.5,105.68518835112353,none
1.5,90.36140424671612,none
1.5,68.12834255737545,none
1.5,120.53883942570853,none
1.5,123.86721099989842,none
1.5,30.95583866720012,none
1.5,98.52538114297221,none
1.5,58.10292148500779,none
1.5,124.44744195512854,none
1.5,65.97569146873045,none
1.5,125.35976507042803,none
1.5,112.7320767479244,none
1.5,86.09791842613356,none
1.5,116.15855298789253,none
1.5,132.75815006834313,none
1.5,70.10786199741659,none
1.5,116.37367966852855,none
1.5,113.8547158182933,none
1.5,46.93402960631487,none
1.5,35.93459561650584,none
1.5,108.10915297625115,none
1.5,116.52620575729108,none
1.5,98.92063189573595,none
1.5,85.10981443509831,none
1.5,40.42394316970513,none
1.5,63.87830101250461,none
1.5,129.55366122255765,none
1.5,58.29588864279215,none
1.5,129.0095692893226,none
1.5,120.25505310520913,none
1.5,117.896378458882,none
1.5,109.22584087959324,none
1.5,113.5909559277952,none
1.5,48.49011531212607,none
1.5,114.56800014448211,none
1.5,70.4350059907359,none
1.5,66.25631233419134,none
1.5,113.33778375734707,none
1.5,70.86089542575819,none
1.5,127.78329405951824,none
1.5,67.1063009428923,none
1.5,77.7909787456511,none
1.5,60.95299752608033,none
1.5,89.54394776489491,none
1.5,57.086193712206054,none
1.5,92.35275654587166,none
1.5,108.97422983147432,none
1.5,85.12226781991112,none
1.5,93.50983015002753,none
1.5,123.61702541740418,none
1.5,75.47689887806311,none
1.5,124.35713305130848,none
1.5,122.12287892230539,none
1.5,29.126170016831665,none
1.5,102.46242395127227,none
1.5,71.1419434214863,none
1.5,79.95674157340378,none
1.5,109.9557804441425,none
1.5,101.28912602869103,none
1.5,78.574323138107,none
1.5,101.51519011353138,none
1.5,121.09454532868568,none
1.5,97.1072663485616,none
1.5,94.99083820829827,none
1.5,123.16146479858686,none
1.5,125.11908361182576,none
1.5,76.81605620073044,none
1.5,115.26376254291085,none
1.5,118.65356304930589,none
1.5,93.95385280268914,none
1.5,68.97099441304793,none
1.5,128.24947765061228,none
1.5,104.86902486229053,none
1.5,108.15755558234734,none
1.5,65.35564252270828,none
1.5,72.5064232038298,none
1.5,51.87056508275622,none
1.5,130.81932429122523,none
1.5,96.50444649957402,none
1.5,67.45040227494383,none
1.5,131.80029047153374,none
1.5,72.29397954390228,none
1.5,86.52578030519706,none
1.5,73.59182999790167,none
1.5,110.27345995488987,none
1.5,124.99568036929425,none
1.5,120.02275440613411,none
1.5,88.7806799308681,none
1.5,72.86764224003049,none
1.5,120.62776474543296,none
1.5,86.50433192750651,none
1.5,22.40350551803338,partial_1e
1.5,72.63235434008354,none
1.5,54.89294638698673,none
1.5,119.3052325163075,none
1.5,123.076887092636,none
1.5,89.0197302570907,none
1.5,99.65501178627102,none
1.5,101.12005654222655,none
1.5,111.02395173146489,none
