E_initial,L_initial,type
1.26,108.19991204074228,none
1.26,116.30849296829356,none
1.26,32.187653087422554,none
1.26,105.54087433307467,none
1.26,80.78088347243573,none
1.26,98.02479932084876,none
1.26,93.09660821290376,none
1.26,21.557782056201237,none
1.26,108.77298932797531,none
1.26,84.45277227033283,none
1.26,62.587483251016714,none
1.26,16.132384217060203,double
1.26,93.1911114140694,none
1.26,107.42735584657538,none
1.26,68.13636532774638,none
1.26,93.07620980718497,none
1.26,42.21733887082673,pbar_electrons_2
1.26,101.49594038221764,none
1.26,67.05196561653904,none
1.26,72.74414443905512,none
1.26,109.8626246639826,none
1.26,111.0015511756419,none
1.26,102.36065217239899,none
1.26,52.33065892990461,none
1.26,89.50792754389059,none
1.26,121.05977782904125,none
1.26,114.15323944863069,none
1.26,44.668527634095994,none
1.26,109.47411564591613,none
1.26,106.82967292045616,none
1.26,71.76777836200526,none
1.26,110.6653184544068,none
1.26,91.65941932258329,none
1.26,29.946636672148635,double
1.26,68.94025134325935,none
1.26,87.30931016185038,none
1.26,116.31043560977342,none
1.26,64.47223440232106,none
1.26,118.98427691089012,none
1.26,11.386547884423527,pbar_electrons_2
1.26,117.97655088242922,none
1.26,121.62491301620297,none
1.26,116.78702306933893,none
1.26,117.13335667977941,none
1.26,26.029610030156775,double
1.26,118.17815918743416,none
1.26,98.5939424860587,none
1.26,85.0165763859848,none
1.26,108.46107420698497,none
1.26,102.25984048088463,none
1.26,76.56984170449597,none
1.26,16.208223857713183,double
1.26,71.3874621730966,none
1.26,70.18506377273816,none
1.26,86.0984260509167,none
1.26,14.23340838982321,double
1.26,121.28197226870051,none
1.26,114.91607634138933,none
1.26,109.29170685491415,none
1.26,80.2483854449321,none
1.26,75.27273032115502,none
1.26,90.19184098062561,none
1.26,121.65170667807442,none
1.26,18.136326505082813,double
1.26,56.616361477420185,none
1.26,111.53478314921125,none
1.26,121.11615020679798,none
1.26,72.7535644314461,none
1.26,23.03876794780509,double
1.26,117.5537765211789,none
1.26,113.02375044525742,none
1.26,113.62869718472035,none
1.26,105.96410884755858,none
1.26,117.86978662687713,none
1.26,100.01268972931979,none
1.26,115.76162804867182,none
1.26,45.15304153271961,none
1.26,113.87568751491251,none
1.26,99.53524041990359,none
1.26,71.69448676352029,none
1.26,68.30777605152092,none
1.26,87.73676276284495,none
1.26,71.77987386024768,none
1.26,60.91590740756775,none
1.26,89.81508826935078,none
1.26,102.06162896709284,none
1.26,90.3784005162854,none
1.26,43.18999517147676,pbar_electrons_2
1.26,114.22150846996719,none
1.26,100.06992648034668,none
1.26,108.94536836179238,none
1.26,92.57402454192041,none
1.26,37.09208179495406,none
1.26,84.95482665630571,none
1.26,50.834109162695015,none
1.26,78.83797163367291,none
1.26,73.07334300524734,none
1.26,85.81783152514862,none
1.26,47.069029711272925,none
1.26,115.08559797635864,none
