p_num,e_num,E0,BMAX,rx,ry,rz,px,py,pz,rf_pbar_x,rf_pbar_y,rf_pbar_z,pf_pbar_x,pf_pbar_y,pf_pbar_z,E_electron_0,E_electron_1
2,2,0.8,3.0,105.3370202120533,622.0965728793041,297.2319392255528,0.9689393103122211,-0.2915651967802928,-2.7314571443671554,0.0477540699652076,0.27974659459628864,0.13303035907629263,0.11388163048185188,-0.2348805525267702,0.5167773238034974,-0.4591961851714903,-0.08692549306257095,0.19455991284343566,-63.844045657408174,-15.539805792924074,32.765022812979446,0.04911507855717475,-0.2124876317297429
