p_num,e_num,E0,BMAX,rx,ry,rz,px,py,pz,rf_pbar_x,rf_pbar_y,rf_pbar_z,pf_pbar_x,pf_pbar_y,pf_pbar_z,E_electron_0,E_electron_1
2,2,0.45000000000000007,3.0,105.82974194052,550.9969843629547,213.00999461412985,-0.0935389763728557,-0.17301982502354118,1.548792951765672,0.04959294556329379,0.2578313951894998,0.09898510074303582,-0.5082045217670492,0.06510060342834495,0.587800224501608,-0.792608313536419,-0.121359322205536,-0.05377100455223433,-22.268981983029523,-4.8726652682522635,1.352181979012378,0.039367552737279266,-0.40532410172265443
