time,re1_x,re1_y,re1_z,re2_x,re2_y,re2_z,pe1_x,pe1_y,pe1_z,pe2_x,pe2_y,pe2_z,rpbar_x,rpbar_y,rpbar_z,ppbar_x,ppbar_y,ppbar_z
0.0,0.06641123132748733,-0.38781225630116045,0.414388108264716,-0.06643191455791786,0.3878236996733829,-0.41438381884779096,1.0393160075075325,-0.6557075747943236,1.128717206526326,-0.6145695874347333,-0.7777742367255152,-1.342173632888594,-10.0,-0.01036057995804927,0.03036497553163591,17.140140825559165,0.0,0.0
2.5025025025025025,0.06640652877628071,-0.3878272986958642,0.41441262299319764,-0.0664188396196013,0.38781780591438453,-0.41445684760670903,1.059414355334793,-0.6481152158896557,1.1142635146403104,-0.5932375457681645,-0.771363424324783,-1.355239665027398,-9.970799302396928,-0.010360613378604826,0.030365002712891925,17.140385709649163,-3.9298527044595265e-05,3.200284580801736e-05
5.005005005005005,0.06640406982475108,-0.3878442523643435,0.4144399158093105,-0.06639670575865213,0.3878226817140489,-0.4145084407923943,1.079578236965727,-0.6398564984168136,1.0993014757465918,-0.5716274439056601,-0.7654825428506966,-1.3675420183625855,-9.94159818518695,-0.010360714057231964,0.030365084859807375,17.14063340690203,-7.892806187636135e-05,6.45824658020805e-05
7.5075075075075075,0.06649058230312463,-0.3879127469082036,0.41455526455253106,-0.06632612590858095,0.3878938102221718,-0.41443711336215455,1.099751777905989,-0.6306708549233382,1.0835345575808095,-0.5497935746661405,-0.7598776484277487,-1.3793695276398112,-9.91239664350437,-0.010360882628276271,0.030365222872013552,17.14088399259363,-0.00011890218490983599,9.773061678710127e-05
10.01001001001001,0.0668555957495623,-0.3881325668562136,0.4149305338085075,-0.06615129181149822,0.3881177069813136,-0.41407788869237905,1.1198478054883159,-0.6201006567517022,1.0664434048127256,-0.527818617063368,-0.7541109592305,-1.391219253491249,-9.883194672382771,-0.010361119740113731,0.030365417651055996,17.141137527673788,-0.00015924705256229683,0.00013143228538744361
12.512512512512512,0.0675782363930812,-0.3885294269317605,0.41561149335093356,-0.06583755232443231,0.3885621214542849,-0.4132907705797452,1.1398806004568847,-0.6082343769048247,1.048068374711452,-0.5057772251261009,-0.7477308299290492,-1.4036227793177865,-9.853992266748072,-0.01036142605511997,0.0303656700974588,17.14139403022029,-0.00020001450985917567,0.00016566111633147063
15.015015015015015,0.06811536290056384,-0.38880336689385936,0.4160822092114442,-0.06541845379961468,0.3892009146218876,-0.41210657615773283,1.1601746903454901,-0.5969458736888603,1.0303351705958546,-0.4836818313058219,-0.7406432460729209,-1.4167459462673786,-9.824789421405036,-0.010361802249427706,0.030365981104174888,17.14165351516504,-0.00024126771507710577,0.00020036263759209809
17.51751751751752,0.06747971358376055,-0.38847565915269267,0.4155144003695085,-0.065035805010673,0.3898329790823495,-0.4108999244522778,1.1810685600974864,-0.5885115093770771,1.015598560412496,-0.46144314734722214,-0.7337189245650891,-1.4297341834414112,-9.795586131034321,-0.010362249014539799,0.030366351554234346,17.141916231872365,-0.00028301054451594843,0.0002354106273806865
20.02002002002002,0.0665914773071017,-0.3880496476903035,0.4147765840410837,-0.06492678900698981,0.39006654797974427,-0.41044662568316187,1.2018033623135191,-0.5792081090658886,0.9998662722037056,-0.4388239500882324,-0.7290193791027858,-1.4404323547599287,-9.766382390232208,-0.0103627670631488,0.03036678233696111,17.142182628279784,-0.0003251655475414891,0.000270700290119157
22.52252252252252,0.06783525563502353,-0.3886429700461324,0.4158006109833331,-0.06524649215726758,0.3895758947747019,-0.4114282457507397,1.2215820034717657,-0.5635371835823872,0.9774377066546471,-0.4154159926759214,-0.7281130080694477,-1.4470178915153482,-9.73717819351263,-0.010363357120959787,0.030367274359101602,17.14245226905726,-0.00036774656380888636,0.00030653481678276535
