p_num,e_num,E0,BMAX,rx,ry,rz,px,py,pz,rf_pbar_x,rf_pbar_y,rf_pbar_z,pf_pbar_x,pf_pbar_y,pf_pbar_z,E_electron_0,E_electron_1
2,2,0.1,3.0,166.62611879525113,-21.920907611512604,420.26414453065615,-458.51186862665486,-291.17873335452776,117.80323325375088,0.11368460647154778,-0.013531371377570727,0.27746860191599015,-0.25787451649601245,-0.16224305624043592,0.06464675295807307,0.30156107599304305,-0.3965476132176629,0.2837594744514331,15.022981013004099,-15.487504429157616,13.357608867888537,0.04418320849498843,0.046701439712745894
