E_final,E_electrons,L_final,type
1.413100308646209,"[-2.5512209568089736, -2.4098013616417155, -0.3862410616501286]",105.61772652105923,none
0.40497663587868094,"[-2.638797048454366, -2.8082658421773345, 0.030101121719974568]",4.089191482474016,none
1.044556704805562,"[-3.0846851624907696, -3.0864377544812283, 0.01645982413136108]",97.00391517987902,none
1.1158138926289125,"[-2.6885471333055255, -2.719639978026156, -0.19342155684461393]",74.011748209587,none
1.4312672954323515,"[-2.4990178869804485, -2.4170150016622087, -0.4836236498710851]",137.1187344503603,none
0.9376470387094129,"[-3.0756621238629243, -3.0590113396989653, 0.0817531480581695]",60.72587215480995,none
1.3836309036603278,"[-2.5186245553022832, -2.4272562807490985, -0.4398363533006481]",124.69554530578804,none
1.4017178451824084,"[-2.5197628713012405, -2.3747416749014727, -0.44237915616946866]",89.8050856603592,none
1.4695002076133101,"[-2.4926121715674783, -2.3735201394840835, -0.49880808736842264]",127.14764412670056,none
1.4571336486039936,"[-2.503036320114653, -2.397970276766965, -0.4794738878672908]",94.7168283322654,none
1.3875348698204077,"[-2.50901449941951, -2.42852158957686, -0.4511428679749676]",108.89023537050744,none
1.4860151520414202,"[-2.502730253770551, -2.4146990555575885, -0.5001369347877113]",94.29231689841032,none
1.035874776208424,"[-3.084880977091332, -3.087122847050071, 0.007990519970102035]",64.77192171568302,none
1.4673705787036746,"[-2.4882033749242454, -2.3597695395235485, -0.4977769487594814]",124.8207888882431,none
1.4533242920199965,"[-2.472018869404464, -2.3627287408377438, -0.48327561048089773]",127.75665751875255,none
-6.875712471003446,"[0.18881299204354351, 0.07001396895353654, 0.038073549872070664]",30.478028845200164,full
1.4972331006273507,"[-2.4857785564794916, -2.350983642584487, -0.5131992677115689]",103.17707282253102,none
1.2871640091546839,"[-2.4998169110886668, -2.2736394952634558, -0.40465581582730115]",61.38192349908057,none
1.4650219362548054,"[-2.496372721608252, -2.417340125906719, -0.4666555815131259]",129.73187058808173,none
0.943809156921174,"[-3.0712627895728004, -3.057544848214581, 0.05113813517813553]",72.68627472650617,none
