time,r_e1,r_e2,p_e1,p_e2
0.0,0.59358181,0.59358179,1.53576134,1.53576142
0.05005005005005005,0.5935741462326363,0.5935786511492122,1.5357879882099832,1.5357721173731944
0.1001001001001001,0.5935684274438515,0.5935757935465686,1.535811935643189,1.5357829381467747
0.15015015015015015,0.5935651371798523,0.5935732901170548,1.5358312347994414,1.5357935473259001
0.2002002002002002,0.5935645738965847,0.5935711987338642,1.5358442915317934,1.5358036209357897
0.2502502502502503,0.5935668261992255,0.5935695599944883,1.535849989232676,1.535812862229484
0.3003003003003003,0.5935717662710773,0.5935683962045887,1.5358477851702028,1.535821018036335
0.3503503503503504,0.5935790779692345,0.5935677126651293,1.5358376541914882,1.5358278790085218
0.4004004004004004,0.5935881980047353,0.593567493413379,1.5358204221220308,1.535833321112547
0.45045045045045046,0.5935984566198379,0.5935677098694949,1.535797332508865,1.535837273132866
0.5005005005005005,0.5936091600716317,0.5935683258379382,1.5357698241573408,1.5358397034162585
0.5505505505505506,0.593619588820578,0.5935692971870676,1.5357396229648435,1.535840636023978
0.6006006006006006,0.5936289726619148,0.5935705701495525,1.535708910270643,1.5358401731901992
0.6506506506506506,0.5936365040420091,0.5935720821862432,1.5356803299574828,1.5358385009829505
0.7007007007007008,0.593641450805579,0.5935737693569234,1.5356565965633795,1.5358358550656437
0.7507507507507508,0.5936434296181887,0.5935755841425114,1.5356394666690882,1.535832423461708
0.8008008008008008,0.5936425542205331,0.5935775053295707,1.5356291510990263,1.5358282887769321
0.8508508508508509,0.5936386725770674,0.593579489509649,1.5356271366483432,1.5358236922123758
0.9009009009009009,0.5936320490266257,0.5935815153109055,1.5356336069000396,1.535818787798174
0.9509509509509511,0.5936231579268832,0.5935835709448607,1.5356480819560774,1.5358136924292844
1.001001001001001,0.5936125469364387,0.593585646352652,1.535669789834479,1.5358085095596206
1.0510510510510511,0.5936008406172508,0.5935877341579556,1.5356975872906014,1.5358033159030775
1.1011011011011012,0.593588794089454,0.5935898337706349,1.5357297285503437,1.5357981362453552
1.1511511511511512,0.5935773161522725,0.5935919536115556,1.535763742644905,1.5357929277683893
1.2012012012012012,0.593567381292843,0.5935941064276904,1.5357966800667893,1.535787595285813
1.2512512512512513,0.5935597500101828,0.593596292665265,1.5358259894991202,1.535782058784328
1.3013013013013013,0.5935545570487105,0.5935984756005643,1.5358508380817637,1.535776358499913
1.3513513513513515,0.5935522068525398,0.593600637862023,1.5358693174203324,1.5357704316730285
1.4014014014014016,0.5935528871399242,0.5936027518583012,1.535879991794777,1.5357642352006868
1.4514514514514516,0.593556396150326,0.5936047697009208,1.5358825066802635,1.5357577972273697
1.5015015015015016,0.593562440528006,0.5936066423317808,1.5358767910715474,1.5357511623589324
1.5515515515515517,0.5935706707154996,0.593608322260028,1.535863019214831,1.5357443923653968
1.6016016016016017,0.5935805935500408,0.5936097585893472,1.535841912349723,1.535737590505188
1.6516516516516517,0.5935914659596686,0.593610890782746,1.5358150852049244,1.5357309283990186
1.7017017017017018,0.5936022736623198,0.593611647613608,1.5357851420000213,1.5357246543866856
1.7517517517517518,0.5936118987835991,0.5936119577525857,1.5357552267415628,1.5357190623037749
1.8018018018018018,0.5936195803168302,0.5936117784389706,1.5357277326366274,1.5357143996150266
1.8518518518518519,0.5936254407720204,0.5936111281739203,1.5357028006016524,1.5357107585930854
1.9019019019019021,0.5936288275159319,0.5936099833996212,1.5356829157993026,1.5357083937709513
1.9519519519519521,0.5936294337111505,0.5936083480413207,1.5356697619570951,1.5357074999336273
2.002002002002002,0.5936274073961755,0.5936062600142585,1.5356638348576885,1.5357081771717214
2.052052052052052,0.5936229532326202,0.5936037655672944,1.5356654538818693,1.5357104935703647
2.1021021021021022,0.5936162806221278,0.593600915433025,1.535674841882389,1.535714485514634
2.1521521521521523,0.593607718552133,0.5935977715106878,1.5356917650914457,1.535720129316693
2.2022022022022023,0.5935978772158201,0.5935944164648571,1.5357150558447163,1.5357273059924705
2.2522522522522523,0.5935877364562361,0.5935909586254262,1.5357423409109006,1.535735781021326
2.3023023023023024,0.593578541098424,0.5935875245783108,1.53577029825613,1.5357452209338658
2.3523523523523524,0.5935713832469088,0.593584231840349,1.5357957651243128,1.5357552685877598
2.4024024024024024,0.5935663521170279,0.5935811340456061,1.5358180190218504,1.535765698917715
2.4524524524524525,0.5935632079244377,0.5935782630057319,1.5358370484773671,1.5357763118565226
2.5025025025025025,0.5935628872799924,0.5935757235647027,1.5358495532862633,1.5357866690129545
2.5525525525525525,0.5935653361238922,0.59357355518655,1.5358547941982126,1.5357964928712737
2.6026026026026026,0.5935702802140747,0.5935717801419538,1.5358526202821234,1.5358055458526108
2.6526526526526526,0.5935774745425725,0.5935704186271784,1.5358428521605938,1.535813596766443
2.702702702702703,0.5935866801269615,0.5935694866732599,1.5358254011522543,1.5358204365842734
2.752752752752753,0.5935974973537406,0.5935689850414942,1.5358007714497135,1.5358259194334203
2.802802802802803,0.5936091850488948,0.5935688872980251,1.5357705924419842,1.5358300046962543
2.852852852852853,0.5936205944614263,0.5935691352591133,1.5357378283117538,1.5358327760928143
2.902902902902903,0.5936303473641065,0.5935696499996477,1.5357063120962733,1.5358344136243494
2.9529529529529532,0.5936373874879134,0.5935703666198716,1.5356792514571764,1.5358350942604138
3.0030030030030033,0.593642016888091,0.5935712998505164,1.5356564004496998,1.53583480037675
