p_num,e_num,E0,BMAX,rx,ry,rz,px,py,pz,rf_pbar_x,rf_pbar_y,rf_pbar_z,pf_pbar_x,pf_pbar_y,pf_pbar_z,E_electron_0,E_electron_1,E_electron_2,E_electron_3
4,4,0.5,3.0,9026.916589311615,13112.600638579343,-13991.302807252901,14116.51338163311,6517.649222870069,7894.387113399651,0.0002780700639091471,0.03559652207080804,-0.24737151749750724,637.9864465844336,166.78146339831164,317.04491546218924,3.610694599894542,5.244979625333901,-5.596522098688366,5.6465007199839885,2.6069925934894727,3.157774259927784,-4.516763423244147,-0.09389473853940378,1.083114965014047,0.27562659354110247,0.07166138734229201,0.13671515470861817,-21.975176423437553,17.96702097659142,5.452741308157634,-11.947924775259494,5.665972624349046,1.7255183515275365,35.93398904278117,24.325404621347648,-5.175841648700022,0.045773928800902766
