p_num,e_num,E0,BMAX,rx,ry,rz,px,py,pz,rf_pbar_x,rf_pbar_y,rf_pbar_z,pf_pbar_x,pf_pbar_y,pf_pbar_z,E_electron_0,E_electron_1,E_electron_2,E_electron_3
4,4,0.1,3.0,-121.7774224561361,7176.720680500544,-6434.434853204442,-5119.461327521556,18270.742706721372,-3911.058349379307,-8291.607656974147,-8705.148382649457,-8819.325700724408,0.3629379541185169,1.0439414230327597,0.9479336111340535,-0.048733327470223665,2.8702301821331697,-2.5736001243323545,-2.0478275634336107,7.308304809212597,-1.5643361081364513,-3.3165445323580838,-3.481868722381704,-3.5276378583952166,0.819378294432252,0.23838625413726433,0.3814757931039784,-0.40853708191635185,-0.013624703773758923,-0.26287112503528076,119.46199237860866,2.047117893937799,77.69204043964186,7.431935414514831,30.025965183721482,17.783419005758674,-1.7494685374475936
