p_num,e_num,E0,BMAX,rx,ry,rz,px,py,pz,rf_pbar_x,rf_pbar_y,rf_pbar_z,pf_pbar_x,pf_pbar_y,pf_pbar_z,E_electron_0,E_electron_1,E_electron_2,E_electron_3
4,4,0.30000000000000004,3.0,-6507.914905024226,-3423.0325030733293,-9549.795057239515,-15927.68736124204,-12275.971685708968,-348.76552586127065,12515.128761139413,-3314.889280294118,-4812.795485206559,0.34442634955435536,1.3030302507137153,-0.5740773252986149,-2.602898550494113,-1.3691657592349848,-3.8198623694955227,-6.371006794181238,-4.910411335198653,-0.13943436600264078,5.005733091072098,-1.3259461274255098,-1.9250352683063527,-0.6283737837217358,0.46659710752329975,0.4047806050273894,-1.5143878431046507,-2.3302626794773422,1.0205762766644333,35.04611066618989,12.91343508361191,-5.216065181913063,11.620470230507323,32.36058822437444,15.260484044615144,-2.11403514584634
