electron,r_mean,r_std,p_mean,p_std
1,0.3674729512776858,0.012584631165354488,2.5990984972698796,0.08918729338456907
2,0.3674729924080028,0.012584341614253484,2.599097937499014,0.08918357424781394
atom,E_mean,E_std
total_time,50.0
component,mean,std
Kinetic,6.763879483479764,0.46633669428974844
Electron-Nucleus,-16.346943457631095,0.5616793721833198
Electron-Electron,1.4093059652520132,0.05146034315547901
Heisenberg,0.6693205430273776,0.05943397555112574
Pauli,0.0,0.0
Total Energy,-7.504437465871939,4.3101375915827525e-05
