electron,r_mean,r_std,p_mean,p_std
1,0.6749734653345133,0.1671466150845328,1.5264594450221356,0.36788090824957465
2,0.7051470431528054,0.18340191209702061,1.4946431199240642,0.3831908487900099
3,250.08168326411987,0.0007722407780733238,0.003808812907721261,7.580197773530546e-07
atom,E_mean,E_std
total_time,50.0
component,mean,std
Kinetic,2.4234412116847333,0.7423227969592637
Electron-Nucleus,-6.183487589208602,0.9198874116303184
Electron-Electron,0.858017691752394,0.16809846153879118
Heisenberg,0.23545557502212844,0.19215518777117083
Pauli,0.0,0.0
Total Energy,-2.6665731107493458,0.00010165376616153268
