electron,r_mean,r_std,p_mean,p_std
1,2144.2383089188215,1166.1428263735088,0.16648150163644124,0.04667034438690397
2,2144.301993126653,1166.1822240120005,0.16648683307360612,0.04666997502845698
atom,E_mean,E_std
total_time,25000.0
component,mean,std
Kinetic,0.029899152136780238,0.07082145430901567
Electron-Nucleus,-0.010769413140933078,0.2029573438484097
Electron-Electron,0.004201011927025614,0.11480067183682288
Heisenberg,0.0005614130326485556,0.017744559972972567
Pauli,0.0,0.0
Total Energy,0.023892163955521326,9.61905331493343e-06
