electron,r_mean,r_std,p_mean,p_std
1,0.6314055753374908,0.04418090158376439,1.4880151732198326,0.111031516231276
2,0.633165822135141,0.04499158737049094,1.4844578490964335,0.11299449644350487
atom,E_mean,E_std
total_time,25000.0
component,mean,std
Kinetic,2.2217524675216707,0.22428649003604187
Electron-Nucleus,-6.357793209028465,0.2946518712682379
Electron-Electron,0.7980033673938208,0.03772344383885206
Heisenberg,0.5592045703670713,0.10423837577125002
Pauli,0.0,0.0
Total Energy,-2.778832803745902,0.0004324777453820019
