Energy,Sigma_total,Sigma_single,Sigma_double,E_initial,L_initial,Type_initial,E_final,E_electrons,L_final,Type_final
0.1,0.0,0.0,0.0,0.1,36.66577944382995,none,0.07725353153948387,"[55799185.7872253, 1.0567651448409963]",35.83986484857854,none
