e_num,message,time_taken,ground_state_energy,kinetic_energy,nuclear_potential,heisenberg_potential,pair_potential,pauli_potential,optimal_configuration
17,NOT Converged after 20 iterations,494.476,-460.970,421.886,-1071.715,22.663,149.775,16.421,"[  0.43742101   0.05722194   1.74040412   0.4172959    3.41524552
   0.92629558   0.1648588    0.92959572   0.91788266   1.69727894
   0.05725382   3.51548062   0.41729002   0.44016083   1.70684787
   0.1660302    0.9183635   -2.17902926   1.52028521   6.56570377
  10.68990373   1.71598488  -0.94491885   2.05187302   9.93175197
   4.84729551   4.92682153  -1.11786684   1.65525693   0.34870446
   1.08506256   2.098186     1.64851274   2.08578344  -3.39063476
   8.35936697   1.16422599   4.25575669   3.2355754    8.81006369
  -3.03994895  13.61077678  -5.13716526  -1.38854608   3.16563792
   4.91707725   7.50010358   3.12029495  18.9277267    5.1470013
   8.59831552   4.28138808  17.72973313   1.14491041   4.41033953
   0.29649911   1.94899393   7.84194554   1.94452515   2.07806295
   0.82843898  17.72157192   0.29258717   4.33116035   4.28350978
   1.10790659   7.70868893   2.06645482  -1.04906295   4.68089431
  -5.30531312   1.20794389  -2.84579189   8.87676851   3.01968421
 -11.8759382    2.28446364  -1.50447363  -0.13128966  -1.27738419
   1.01910759   1.92853153   5.17853355  -1.5526306    1.81392507
   1.54103593   4.85276608  -1.53235535   2.72864075  -1.7002184
  -8.53026488   6.60744795  24.28735756   3.19262965  -1.66284886
   6.80304084   7.32928537   7.97874739   7.0591874   11.33664687
   1.73935989   6.33187787]"
