time,r_e1,r_e2,r_e3,p_e1,p_e2,p_e3
0.0,0.35061296000000003,0.36725313,1.44193747,2.7290576299999993,2.59620021,0.6716518800000001
2.5002500250025004,0.35417653475648986,0.3652954234918783,1.4760945945840533,2.695231130874544,2.610177547604609,0.6538468063734038
5.000500050005001,0.352462861985914,0.36650366343644925,1.4720753309416459,2.7229658968324832,2.6005073318147933,0.6513552717142926
7.500750075007501,0.3513462885510612,0.36516536205009287,1.4975649044853299,2.735601456728103,2.6101367472786166,0.6368693321155485
10.001000100010002,0.35641956131368674,0.36557947619605186,1.5690903538728473,2.6703522640068265,2.608806321817989,0.6099903534703236
12.501250125012502,0.3591008756090065,0.3627356921210458,1.5708293931993509,2.6582511536010602,2.6299173805747653,0.6178326978159046
15.001500150015001,0.35223424188268143,0.3671408004423058,1.546988154380627,2.725355378209201,2.595564204843763,0.6215648538765628
17.501750175017502,0.3598163845196953,0.3635843019116036,1.5389105599639545,2.6715616648018674,2.619131218956487,0.6303498433880831
20.002000200020003,0.35279876194826426,0.3576246680177733,1.4842908582962548,2.7094969197607672,2.6726948207303587,0.6466862110136959
22.502250225022504,0.35048773745462514,0.360884811665819,1.466286479700347,2.7280622586307346,2.6553293865548997,0.6665364776956916
25.002500250025005,0.35259836423115015,0.3612445510899586,1.4896207854280683,2.7261206401746128,2.633074109928118,0.6509589440004592
27.502750275027505,0.34887914800791586,0.35936842018488424,1.4826272447153657,2.7532764274005053,2.653255776493788,0.6612532831703336
30.003000300030003,0.34490340923162316,0.3634698188843711,1.5082470624162052,2.7835259429519534,2.613538518551209,0.6473168213923564
32.503250325032504,0.34719176454856093,0.36273293095975345,1.5069771981128572,2.757302284922033,2.627710243447173,0.6560310134869527
35.003500350035004,0.3490425542013695,0.3677116124647253,1.5044810107193693,2.733106313989023,2.6023470624134144,0.6507255656322389
37.503750375037505,0.3474000361635457,0.37331700788593375,1.4742182597375055,2.745015642707245,2.5518579351931563,0.6574881341801351
