electron,r_mean,r_std,p_mean,p_std
1,0.3531723126281168,0.011099201644845614,2.7142607837547725,0.088160129415021
2,0.36762639203789527,0.011679252738436799,2.597341751181601,0.08477628140270949
3,1.5770344817725734,0.09729773643955487,0.6201676615504311,0.04475509229762559
atom,E_mean,E_std
total_time,25000.0
component,mean,std
Kinetic,7.25814173197061,0.3089758726456264
Electron-Nucleus,-18.58128772157495,0.396413038811735
Electron-Electron,2.633312468689714,0.09218793536297458
Heisenberg,0.6895687849037665,0.07402263732840147
Pauli,0.01664015119100993,0.013639410603549207
Total Energy,-7.983624584819849,0.004966638887485377
