time,r_e1,r_e2,p_e1,p_e2
0.0,0.62351176,0.62351178,1.49844808,1.49844806
0.05005005005005005,0.6238493378263785,0.6238493655048936,1.499951592988758,1.499951549280261
0.1001001001001001,0.6248683081148463,0.6248683416126983,1.499689367224773,1.4996893028378049
0.15015015015015015,0.6264920762299406,0.626492113279317,1.4976240427314185,1.4976239622942722
0.2002002002002002,0.6285792414396181,0.62857927955913,1.4939242522510188,1.4939241614825862
0.2502502502502503,0.6309423172157553,0.6309423539091134,1.4889299513574341,1.4889298564986413
0.3003003003003003,0.6333685062170858,0.6333685391588563,1.4831070678739695,1.4831069751345933
0.3503503503503504,0.6356425527058726,0.6356425798959776,1.4769901587138738,1.4769900738144515
0.4004004004004004,0.6375717571447872,0.6375717770145918,1.4711106164207288,1.4711105442994683
0.45045045045045046,0.639000233720668,0.6390002452113837,1.4659619455538448,1.4659618901493243
0.5005005005005005,0.6398236243137662,0.6398236269152406,1.4619532767643937,1.4619532409071818
0.5505505505505506,0.6399973547956382,0.6399973485573958,1.4593809631939971,1.4593809485485747
0.6006006006006006,0.6395398703362737,0.6395398558540881,1.458408210826727,1.4584082178592455
0.6506506506506506,0.6385287290398893,0.6385287074198105,1.459056176271448,1.4590562042248625
0.7007007007007008,0.6370956044634414,0.6370955772632606,1.4611967029744346,1.4611967498626477
0.7507507507507508,0.6354131794301642,0.6354131485763913,1.4645610651195635,1.4645611277562849
0.8008008008008008,0.6336805115707459,0.6336804792503266,1.4687543811449357,1.4687544552348675
0.8508508508508509,0.6321039877217275,0.6321039562483706,1.4732871095250342,1.4732871898554851
0.9009009009009009,0.6308751569895137,0.6308751286488009,1.4776248744819331,1.4776249552425484
0.9509509509509511,0.6301519805748768,0.6301519574604696,1.4812406014554467,1.4812406766651767
1.001001001001001,0.6300411197961162,0.6300411036538494,1.4836786943981757,1.4836787584046613
1.0510510510510511,0.6305846279559842,0.630584620050166,1.4846120243883119,1.4846120723769145
1.1011011011011012,0.6317566122782239,0.6317566133033816,1.483880922658053,1.4838809510660675
1.1511511511511512,0.6334679374767681,0.6334679475246071,1.4815079447451807,1.4815079515137652
1.2012012012012012,0.6355760351292825,0.6355760537060584,1.477688779593547,1.4776887642452357
1.2512512512512513,0.6379029513110674,0.6379029774032885,1.4727583390233563,1.472758302560457
1.3013013013013013,0.6402542879968317,0.640254320170086,1.4671469706869584,1.4671469153646957
1.3513513513513515,0.6424398956831181,0.6424399321961057,1.4613260082305404,1.4613259372742584
1.4014014014014016,0.6442907581623869,0.6442907970871201,1.4557635761968848,1.4557634935056738
1.4514514514514516,0.6456734307270772,0.6456734700635617,1.4508833837264397,1.4508832936070746
1.5015015015015016,0.6465003816300765,0.6465004194115306,1.447033719375905,1.4470336263182386
1.5515515515515517,0.6467352831704031,0.646735317557296,1.4444661495046145,1.4444660579970086
1.6016016016016017,0.6463948234979349,0.6463948528607589,1.4433206483293473,1.4433205627009547
1.6516516516516517,0.6455460756781217,0.6455460986697229,1.4436180773472018,1.4436180016199527
1.7017017017017018,0.6442996430262484,0.6442996586435192,1.4452600607408677,1.445259998476087
1.7517517517517518,0.6428020789837018,0.6428020866183123,1.448030614543406,1.4480305686765993
1.8018018018018018,0.6412217821806346,0.6412217816549903,1.451613180600904,1.451613153264789
1.8518518518518519,0.6397335348969359,0.6397335264811822,1.455615560506361,1.4556155528589325
1.9019019019019021,0.6385048418752259,0.6385048262813484,1.4595982696335836,1.459598281720096
1.9519519519519521,0.637679139091558,0.6376791174389109,1.4631196593287463,1.463119690013866
2.002002002002002,0.6373618717736458,0.6373618455252708,1.4657791445152422,1.4657791915084384
2.052052052052052,0.6376101508034318,0.637610121675255,1.4672601423569187,1.4672602023507837
2.1021021021021022,0.6384288954907086,0.638428865340782,1.4673667539441038,1.4673668228698515
2.1521521521521523,0.6397700932781963,0.6397700639876877,1.466038935093873,1.4660390084357016
2.2022022022022023,0.6415400500104302,0.6415400233684109,1.4633543048791522,1.4633543780196612
2.2522522522522523,0.6436094560412269,0.6436094336434729,1.459513777131284,1.4595138456736112
